"functional_classification","t_volume","t_sample_count","t_volume_corrected","state","start_time"
"Minor Arterial","2724","1295","2724","OR","2010-06-01"
"Principal Arterial - Other","7387","323","7387","OR","2010-06-01"
"Trail or Shared Use Path","20271","1289","20271","OR","2010-06-01"
"Principal Arterial - Other","17064","743","17064","OR","2010-07-01"
"Trail or Shared Use Path","128264","6065","128264","OR","2010-07-01"
"Principal Arterial - Other","15513","743","15513","OR","2010-08-01"
"Trail or Shared Use Path","70981","5304","70981","OR","2010-08-01"
"Principal Arterial - Other","10314","719","10314","OR","2010-09-01"
"Trail or Shared Use Path","47467","4315","47467","OR","2010-09-01"
"Minor Arterial","26859","2428","26859","OR","2010-10-01"
"Principal Arterial - Other","8785","744","8785","OR","2010-10-01"
"Trail or Shared Use Path","40783","4464","40783","OR","2010-10-01"
"Minor Arterial","48062","5744","48062","OR","2010-11-01"
"Principal Arterial - Other","4008","719","4008","OR","2010-11-01"
"Trail or Shared Use Path","22845","3595","22845","OR","2010-11-01"
"Minor Arterial","33708","5944","33708","OR","2010-12-01"
"Principal Arterial - Other","2552","744","2552","OR","2010-12-01"
"Trail or Shared Use Path","27400","4401","27400","OR","2010-12-01"
"Local","3257","609","3257","OR","2011-01-01"
"Minor Arterial","45587","5944","45587","OR","2011-01-01"
"Principal Arterial - Other","3998","744","3998","OR","2011-01-01"
"Trail or Shared Use Path","35392","5288","35392","OR","2011-01-01"
"Local","4005","672","4005","OR","2011-02-01"
"Minor Arterial","41288","5376","41288","OR","2011-02-01"
"Principal Arterial - Other","4540","672","4540","OR","2011-02-01"
"Trail or Shared Use Path","47333","6010","47333","OR","2011-02-01"
"Local","1531","252","1531","OR","2011-03-01"
"Minor Arterial","19166","2588","18686","OR","2011-03-01"
"Principal Arterial - Other","3988","742","3949","OR","2011-03-01"
"Trail or Shared Use Path","79319","9820","78365","OR","2011-03-01"
"Local","5478","590","5478","OR","2011-04-01"
"Principal Arterial - Other","8254","717","8254","OR","2011-04-01"
"Trail or Shared Use Path","142117","12229","142117","OR","2011-04-01"
"Local","8617","744","8617","OR","2011-05-01"
"Principal Arterial - Other","11660","743","11660","OR","2011-05-01"
"Trail or Shared Use Path","175195","12727","175195","OR","2011-05-01"
"Local","19954","3165","19954","OR","2011-06-01"
"Minor Arterial","63920","3950","63920","OR","2011-06-01"
"Principal Arterial - Other","13987","719","13987","OR","2011-06-01"
"Trail or Shared Use Path","155433","11392","155433","OR","2011-06-01"
"Local","1866","1346","1866","OR","2011-07-01"
"Minor Arterial","97043","5952","97043","OR","2011-07-01"
"Principal Arterial - Other","16578","743","16578","OR","2011-07-01"
"Trail or Shared Use Path","88009","6442","88009","OR","2011-07-01"
"Local","872399","2207","872399","OR","2011-08-01"
"Minor Arterial","195510","11052","195510","OR","2011-08-01"
"Principal Arterial - Other","17347","743","17347","OR","2011-08-01"
"Trail or Shared Use Path","92962","7669","92962","OR","2011-08-01"
"Local","329139","849","329139","OR","2011-09-01"
"Minor Arterial","197152","11520","197152","OR","2011-09-01"
"Principal Arterial - Other","12514","719","12514","OR","2011-09-01"
"Trail or Shared Use Path","89546","8629","89546","OR","2011-09-01"
"Local","9783","1030","9783","OR","2011-10-01"
"Minor Arterial","133103","9718","133103","OR","2011-10-01"
"Principal Arterial - Other","21835","2700","21835","OR","2011-10-01"
"Trail or Shared Use Path","78708","9628","78708","OR","2011-10-01"
"Minor Arterial","56853","5744","56853","OR","2011-11-01"
"Principal Arterial - Other","5550","718","5550","OR","2011-11-01"
"Trail or Shared Use Path","59928","9321","59928","OR","2011-11-01"
"Minor Arterial","29934","3558","29934","OR","2011-12-01"
"Principal Arterial - Other","5574","744","5574","OR","2011-12-01"
"Trail or Shared Use Path","59730","8928","59730","OR","2011-12-01"
"Minor Arterial","97128","2880","97128","OR","2012-01-01"
"Principal Arterial - Other","3726","744","3726","OR","2012-01-01"
"Trail or Shared Use Path","64714","8927","64714","OR","2012-01-01"
"Minor Arterial","109336","2784","109336","OR","2012-02-01"
"Principal Arterial - Other","5675","695","5675","OR","2012-02-01"
"Trail or Shared Use Path","62973","8341","62973","OR","2012-02-01"
"Minor Arterial","92315","2576","92315","OR","2012-03-01"
"Principal Arterial - Other","5238","743","5114","OR","2012-03-01"
"Trail or Shared Use Path","69834","8339","67868","OR","2012-03-01"
"Minor Arterial","141399","2880","141399","OR","2012-04-01"
"Principal Arterial - Other","7964","718","7964","OR","2012-04-01"
"Trail or Shared Use Path","103741","9185","103741","OR","2012-04-01"
"Major Collector","1160","35","1160","OR","2012-05-01"
"Minor Arterial","174930","3843","174930","OR","2012-05-01"
"Principal Arterial - Other","14213","899","14213","OR","2012-05-01"
"Trail or Shared Use Path","134007","10353","134007","OR","2012-05-01"
"Local","629","62","629","OR","2012-06-01"
"Major Collector","17282","672","17282","OR","2012-06-01"
"Minor Arterial","139542","4563","139542","OR","2012-06-01"
"Principal Arterial - Other","57883","6230","57883","OR","2012-06-01"
"Trail or Shared Use Path","189375","11585","189375","OR","2012-06-01"
"Local","2715","362","2715","OR","2012-07-01"
"Major Collector","22710","743","22710","OR","2012-07-01"
"Minor Arterial","65204","7593","65204","OR","2012-07-01"
"Minor Collector","9036","658","9036","OR","2012-07-01"
"Principal Arterial - Other","79034","7633","79034","OR","2012-07-01"
"Trail or Shared Use Path","153663","9416","153663","OR","2012-07-01"
"Local","9898","1158","9898","OR","2012-08-01"
"Major Collector","24047","1137","24047","OR","2012-08-01"
"Minor Arterial","170254","5733","170254","OR","2012-08-01"
"Minor Collector","669","336","669","OR","2012-08-01"
"Principal Arterial - Other","71733","6340","71733","OR","2012-08-01"
"Trail or Shared Use Path","158766","12393","158766","OR","2012-08-01"
"Local","15129","2850","15129","OR","2012-09-01"
"Major Collector","21608","1389","21608","OR","2012-09-01"
"Minor Arterial","196331","3600","196331","OR","2012-09-01"
"Minor Collector","743","384","743","OR","2012-09-01"
"Principal Arterial - Other","24942","1440","24942","OR","2012-09-01"
"Trail or Shared Use Path","121148","9270","121148","OR","2012-09-01"
"Local","12593","906","12593","OR","2012-10-01"
"Major Collector","17043","1488","17043","OR","2012-10-01"
"Minor Arterial","169383","4318","169383","OR","2012-10-01"
"Minor Collector","6689","268","6689","OR","2012-10-01"
"Principal Arterial - Other","16308","1487","16308","OR","2012-10-01"
"Principal Arterial - Other Freeways and Expressways","276","86","276","OR","2012-10-01"
"Trail or Shared Use Path","90298","10044","90298","OR","2012-10-01"
"Interstate","188","90","188","OR","2012-11-01"
"Local","7746","320","7746","OR","2012-11-01"
"Major Collector","13634","1392","13634","OR","2012-11-01"
"Minor Arterial","119751","3986","119751","OR","2012-11-01"
"Minor Collector","3066","188","3066","OR","2012-11-01"
"Principal Arterial - Other","9073","1392","9073","OR","2012-11-01"
"Trail or Shared Use Path","63798","9322","63798","OR","2012-11-01"
"Major Collector","11031","1487","11031","OR","2012-12-01"
"Minor Arterial","82567","3698","82567","OR","2012-12-01"
"Principal Arterial - Other","6316","1466","6316","OR","2012-12-01"
"Trail or Shared Use Path","136844","9672","136844","OR","2012-12-01"
"Local","4740","632","4740","OR","2013-01-01"
"Major Collector","10395","1176","10395","OR","2013-01-01"
"Minor Arterial","104305","3901","104305","OR","2013-01-01"
"Minor Collector","4282","280","4282","OR","2013-01-01"
"Principal Arterial - Other","7930","1394","7930","OR","2013-01-01"
"Principal Arterial - Other Freeways and Expressways","110","94","110","OR","2013-01-01"
"Trail or Shared Use Path","108473","11576","108473","OR","2013-01-01"
"Interstate","194","92","194","OR","2013-02-01"
"Local","5365","1074","5365","OR","2013-02-01"
"Major Collector","13185","1340","13185","OR","2013-02-01"
"Minor Arterial","118809","4014","118809","OR","2013-02-01"
"Minor Collector","757","324","757","OR","2013-02-01"
"Principal Arterial - Other","10986","1341","10986","OR","2013-02-01"
"Trail or Shared Use Path","74884","10598","74884","OR","2013-02-01"
"Major Collector","14829","1486","14582","OR","2013-03-01"
"Minor Arterial","120257","3335","119388","OR","2013-03-01"
"Principal Arterial - Other","16754","1464","16428","OR","2013-03-01"
"Trail or Shared Use Path","149639","11983","145695","OR","2013-03-01"
"Interstate","473","232","473","OR","2013-04-01"
"Local","11036","1374","11036","OR","2013-04-01"
"Major Collector","17676","1429","17676","OR","2013-04-01"
"Minor Arterial","167301","4230","167301","OR","2013-04-01"
"Minor Collector","13895","1850","13895","OR","2013-04-01"
"Principal Arterial - Other","17858","1440","17858","OR","2013-04-01"
"Principal Arterial - Other Freeways and Expressways","712","234","712","OR","2013-04-01"
"Trail or Shared Use Path","500269","12838","500269","OR","2013-04-01"
"Local","12755","1421","12755","OR","2013-05-01"
"Major Collector","18464","1475","18464","OR","2013-05-01"
"Minor Arterial","180556","4115","180556","OR","2013-05-01"
"Minor Collector","38179","6178","38179","OR","2013-05-01"
"Principal Arterial - Other","9001","730","9001","OR","2013-05-01"
"Trail or Shared Use Path","176910","11990","176910","OR","2013-05-01"
"Local","4005","616","4005","OR","2013-06-01"
"Major Collector","19986","1440","19986","OR","2013-06-01"
"Minor Arterial","191995","3866","191995","OR","2013-06-01"
"Minor Collector","38883","5760","38883","OR","2013-06-01"
"Principal Arterial - Other","9784","720","9784","OR","2013-06-01"
"Trail or Shared Use Path","175971","13163","175971","OR","2013-06-01"
"Local","7646","1536","7646","OR","2013-07-01"
"Major Collector","22207","1488","22207","OR","2013-07-01"
"Minor Arterial","208032","3989","208032","OR","2013-07-01"
"Minor Collector","55665","6132","55665","OR","2013-07-01"
"Principal Arterial - Other","10634","721","10634","OR","2013-07-01"
"Trail or Shared Use Path","196819","14278","196819","OR","2013-07-01"
"Interstate","383","90","383","OR","2013-08-01"
"Local","6011","594","6011","OR","2013-08-01"
"Major Collector","21759","1485","21759","OR","2013-08-01"
"Minor Arterial","204962","3948","204962","OR","2013-08-01"
"Minor Collector","55408","6450","55408","OR","2013-08-01"
"Principal Arterial - Other","11156","744","11156","OR","2013-08-01"
"Principal Arterial - Other Freeways and Expressways","1428","232","1428","OR","2013-08-01"
"Trail or Shared Use Path","186089","15737","186089","OR","2013-08-01"
"Local","1655","722","1655","OR","2013-09-01"
"Major Collector","14957","1290","14957","OR","2013-09-01"
"Minor Arterial","166677","4177","166677","OR","2013-09-01"
"Minor Collector","11572","5932","11572","OR","2013-09-01"
"Principal Arterial - Other","19181","1382","19181","OR","2013-09-01"
"Trail or Shared Use Path","109517","13516","109517","OR","2013-09-01"
"Local","24781","2146","24781","OR","2013-10-01"
"Major Collector","18494","1469","18494","OR","2013-10-01"
"Minor Arterial","179860","4520","179860","OR","2013-10-01"
"Minor Collector","21095","6540","21095","OR","2013-10-01"
"Principal Arterial - Other","19887","1474","19887","OR","2013-10-01"
"Trail or Shared Use Path","133690","13492","133690","OR","2013-10-01"
"Local","853","590","853","OR","2013-11-01"
"Major Collector","12541","1353","12541","OR","2013-11-01"
"Minor Arterial","122503","4022","122503","OR","2013-11-01"
"Minor Collector","8395","5980","8395","OR","2013-11-01"
"Principal Arterial - Other","12068","1435","12068","OR","2013-11-01"
"Trail or Shared Use Path","106902","13075","106902","OR","2013-11-01"
"Major Collector","7743","1290","7743","OR","2013-12-01"
"Minor Arterial","85104","3836","85104","OR","2013-12-01"
"Minor Collector","0","5952","0","OR","2013-12-01"
"Principal Arterial - Other","9946","1706","9946","OR","2013-12-01"
"Trail or Shared Use Path","95010","17891","95010","OR","2013-12-01"
"Major Collector","11880","1486","11880","OR","2014-01-01"
"Minor Arterial","129077","15607","129077","OR","2014-01-01"
"Minor Collector","14180","5952","14180","OR","2014-01-01"
"Principal Arterial - Other","83338","19324","83338","OR","2014-01-01"
"Trail or Shared Use Path","177566","21597","177566","OR","2014-01-01"
"Major Collector","6461","1323","6461","OR","2014-02-01"
"Minor Arterial","90284","13917","90284","OR","2014-02-01"
"Minor Collector","16005","5376","16005","OR","2014-02-01"
"Principal Arterial - Other","57427","17469","57427","OR","2014-02-01"
"Trail or Shared Use Path","120989","19635","120989","OR","2014-02-01"
"Major Collector","4556","1438","4481","OR","2014-03-01"
"Minor Arterial","114086","14512","114019","OR","2014-03-01"
"Minor Collector","24983","5944","24707","OR","2014-03-01"
"Principal Arterial - Other","84365","19181","83306","OR","2014-03-01"
"Trail or Shared Use Path","206748","21533","201233","OR","2014-03-01"
"Local","10141","1020","10141","OR","2014-04-01"
"Major Collector","3018","720","3018","OR","2014-04-01"
"Minor Arterial","164332","15236","164332","OR","2014-04-01"
"Minor Collector","4848","5552","4848","OR","2014-04-01"
"Principal Arterial - Other","102681","18360","102681","OR","2014-04-01"
"Trail or Shared Use Path","216323","21153","216323","OR","2014-04-01"
"Local","5875","1638","5875","OR","2014-05-01"
"Minor Arterial","182660","15564","182660","OR","2014-05-01"
"Minor Collector","40752","5952","40752","OR","2014-05-01"
"Principal Arterial - Other","108975","18598","108975","OR","2014-05-01"
"Trail or Shared Use Path","279537","18851","279537","OR","2014-05-01"
"Local","1235","682","1235","OR","2014-06-01"
"Minor Arterial","179940","14807","179940","OR","2014-06-01"
"Minor Collector","43775","6344","43775","OR","2014-06-01"
"Principal Arterial - Other","113291","18000","113291","OR","2014-06-01"
"Trail or Shared Use Path","291303","18281","291303","OR","2014-06-01"
"Interstate","932","166","932","OR","2014-07-01"
"Local","7789","734","7789","OR","2014-07-01"
"Major Collector","16964","1278","16964","OR","2014-07-01"
"Minor Arterial","201539","15494","201539","OR","2014-07-01"
"Minor Collector","50688","6260","50688","OR","2014-07-01"
"Principal Arterial - Other","127744","19212","127744","OR","2014-07-01"
"Trail or Shared Use Path","262338","17302","262338","OR","2014-07-01"
"Interstate","782","140","782","OR","2014-08-01"
"Local","4257","1136","4257","OR","2014-08-01"
"Major Collector","21484","1317","21484","OR","2014-08-01"
"Minor Arterial","209853","16499","209853","OR","2014-08-01"
"Minor Collector","50904","5952","50904","OR","2014-08-01"
"Principal Arterial - Other","127647","19251","127647","OR","2014-08-01"
